ID|Name|Lvl|PID|Region|Lang|Period|Status|Instr|Pioneers|Artists|Works|Source
205|Dream Trance|3|193|Germany|EN|1990s-now|A|Various|Unknown|Various|Traditional|Electronic Subgenre
287|Piedmontese Folk|5|286|Italien-Piemont|EN|1900-now|A|Various|Unknown|Various|Traditional|Local Music
421|Dutch House|4|418|Niederlande|EN|1900-now|A|Various|Unknown|Various|Traditional|Niederlande Music
783|Electronic Fusion|2|763|Global|EN|1900-now|A|Various|Unknown|Various|Traditional|Fusion Category
789|Ambient House|3|783|Global|EN|1960-now|A|Various|Unknown|Various|Traditional|Fusion Genre
790|Ethnic Electronica|3|783|Global|EN|1960-now|A|Various|Unknown|Various|Traditional|Fusion Genre
818|Witchhouse|2|792|Internet|EN|2000-now|E|Various|Unknown|Various|Traditional|Internet Genre
888|Afro-House|3||Global|EN|1990-now|A|Various|Unknown|Various|Traditional|Extra Microgenre
890|Tribal House|3||Global|EN|1990-now|A|Various|Unknown|Various|Traditional|Extra Microgenre
891|Ethnic Electronica|3||Global|EN|1990-now|A|Various|Unknown|Various|Traditional|Extra Microgenre
