ID|Name|Lvl|PID|Region|Lang|Period|Status|Instr|Pioneers|Artists|Works|Source
40|Continental Blues|2|1|Frankreich|EN|1860-now|A|Various|Unknown|Various|Traditional|Blues Regional
41|Japanese Blues|2|1|Japan|EN|1860-now|A|Various|Unknown|Various|Traditional|Blues Regional
42|J-Blues|2|1|Japan|EN|1860-now|A|Various|Unknown|Various|Traditional|Blues Regional
43|Australian Blues|2|1|Australien|EN|1860-now|A|Various|Unknown|Various|Traditional|Blues Regional
44|Outback Blues|2|1|Australien|EN|1860-now|A|Various|Unknown|Various|Traditional|Blues Regional
48|Cool Jazz|2|2|USA|EN|1890-now|A|Various|Unknown|Various|Traditional|Jazz Subgenre
50|Free Jazz|2|2|USA|EN|1890-now|A|Various|Unknown|Various|Traditional|Jazz Subgenre
52|Smooth Jazz|2|2|USA|EN|1890-now|A|Various|Unknown|Various|Traditional|Jazz Subgenre
53|Latin Jazz|2|2|USA|EN|1890-now|A|Various|Unknown|Various|Traditional|Jazz Subgenre
54|Afro-Cuban Jazz|2|2|USA|EN|1890-now|A|Various|Unknown|Various|Traditional|Jazz Subgenre
55|Modal Jazz|2|2|USA|EN|1890-now|A|Various|Unknown|Various|Traditional|Jazz Subgenre
57|Contemporary Jazz|2|2|USA|EN|1890-now|A|Various|Unknown|Various|Traditional|Jazz Subgenre
58|Acid Jazz|2|2|USA|EN|1890-now|A|Various|Unknown|Various|Traditional|Jazz Subgenre
59|Nu Jazz|2|2|USA|EN|1890-now|A|Various|Unknown|Various|Traditional|Jazz Subgenre
60|Jazz Funk|2|2|USA|EN|1890-now|A|Various|Unknown|Various|Traditional|Jazz Subgenre
61|Spiritual Jazz|2|2|USA|EN|1890-now|A|Various|Unknown|Various|Traditional|Jazz Subgenre
62|European Jazz|2|2|USA|EN|1890-now|A|Various|Unknown|Various|Traditional|Jazz Subgenre
64|Avant-Garde Jazz|2|2|USA|EN|1890-now|A|Various|Unknown|Various|Traditional|Jazz Subgenre
67|Vocal Jazz|2|2|USA|EN|1890-now|A|Various|Unknown|Various|Traditional|Jazz Subgenre
68|Jazz Standards|2|2|USA|EN|1890-now|A|Various|Unknown|Various|Traditional|Jazz Subgenre
69|Crossover Jazz|2|2|USA|EN|1890-now|A|Various|Unknown|Various|Traditional|Jazz Subgenre
70|Ethno-Jazz|2|2|USA|EN|1890-now|A|Various|Unknown|Various|Traditional|Jazz Subgenre
71|World Jazz|2|2|USA|EN|1890-now|A|Various|Unknown|Various|Traditional|Jazz Subgenre
72|Electronic Jazz|2|2|USA|EN|1890-now|A|Various|Unknown|Various|Traditional|Jazz Subgenre
73|Jazz-Rock|2|2|USA|EN|1890-now|A|Various|Unknown|Various|Traditional|Jazz Subgenre
74|Jazz-Pop|2|2|USA|EN|1890-now|A|Various|Unknown|Various|Traditional|Jazz Subgenre
75|Ragtime Jazz|2|2|USA|EN|1890s|A|Various|Unknown|Various|Traditional|Jazz Era
76|Early Jazz|2|2|USA|EN|1890s|A|Various|Unknown|Various|Traditional|Jazz Era
77|New Orleans Jazz|2|2|USA|EN|1890s|A|Various|Unknown|Various|Traditional|Jazz Era
78|Chicago Jazz|2|2|USA|EN|1920s|A|Various|Unknown|Various|Traditional|Jazz Era
79|Hot Jazz|2|2|USA|EN|1920s|A|Various|Unknown|Various|Traditional|Jazz Era
85|Modern Jazz|2|2|USA|EN|1940s|A|Various|Unknown|Various|Traditional|Jazz Era
86|Small Group Jazz|2|2|USA|EN|1940s|A|Various|Unknown|Various|Traditional|Jazz Era
87|Cool Jazz Era|2|2|USA|EN|1950s|A|Various|Unknown|Various|Traditional|Jazz Era
89|West Coast Jazz|2|2|USA|EN|1950s|A|Various|Unknown|Various|Traditional|Jazz Era
90|Free Jazz Era|2|2|USA|EN|1960s|A|Various|Unknown|Various|Traditional|Jazz Era
91|Modal Jazz Era|2|2|USA|EN|1960s|A|Various|Unknown|Various|Traditional|Jazz Era
92|Soul Jazz|2|2|USA|EN|1960s|A|Various|Unknown|Various|Traditional|Jazz Era
94|Jazz-Rock Era|2|2|USA|EN|1970s|A|Various|Unknown|Various|Traditional|Jazz Era
96|Neoclassical Jazz|2|2|USA|EN|1980s|A|Various|Unknown|Various|Traditional|Jazz Era
98|Smooth Jazz Era|2|2|USA|EN|1980s|A|Various|Unknown|Various|Traditional|Jazz Era
99|Alternative Jazz|2|2|USA|EN|1990s|A|Various|Unknown|Various|Traditional|Jazz Era
100|Nu Jazz|2|2|USA|EN|1990s|A|Various|Unknown|Various|Traditional|Jazz Era
101|Acid Jazz|2|2|USA|EN|1990s|A|Various|Unknown|Various|Traditional|Jazz Era
102|Contemporary Jazz|2|2|USA|EN|2000s|A|Various|Unknown|Various|Traditional|Jazz Era
103|Jazz 2.0|2|2|USA|EN|2000s|A|Various|Unknown|Various|Traditional|Jazz Era
104|Indie Jazz|2|2|USA|EN|2000s|A|Various|Unknown|Various|Traditional|Jazz Era
123|Blues Rock|2|3|USA/UK|EN|1950-now|A|Various|Unknown|Various|Traditional|Rock Subgenre
308|Blues|4|292|USA|EN|1900-now|A|Various|Unknown|Various|Traditional|Regional Music
309|Jazz|4|292|USA|EN|1900-now|A|Various|Unknown|Various|Traditional|Regional Music
536|Ethiopian Jazz|4|535|Äthiopien|EN|1900-now|A|Various|Unknown|Various|Traditional|Äthiopien Music
542|Malian Blues|4|540|Mali|EN|1900-now|A|Various|Unknown|Various|Traditional|Mali Music
764|Jazz Fusion|2|763|Global|EN|1900-now|A|Various|Unknown|Various|Traditional|Fusion Category
765|Jazz-Rock|3|764|Global|EN|1960-now|A|Various|Unknown|Various|Traditional|Fusion Genre
766|Jazz-Funk|3|764|Global|EN|1960-now|A|Various|Unknown|Various|Traditional|Fusion Genre
767|Smooth Jazz|3|764|Global|EN|1960-now|A|Various|Unknown|Various|Traditional|Fusion Genre
768|Acid Jazz|3|764|Global|EN|1960-now|A|Various|Unknown|Various|Traditional|Fusion Genre
769|Nu Jazz|3|764|Global|EN|1960-now|A|Various|Unknown|Various|Traditional|Fusion Genre
770|Ethno-Jazz|3|764|Global|EN|1960-now|A|Various|Unknown|Various|Traditional|Fusion Genre
771|World Jazz|3|764|Global|EN|1960-now|A|Various|Unknown|Various|Traditional|Fusion Genre
772|Electronic Jazz|3|764|Global|EN|1960-now|A|Various|Unknown|Various|Traditional|Fusion Genre
773|Hip-Hop Jazz|3|764|Global|EN|1960-now|A|Various|Unknown|Various|Traditional|Fusion Genre
776|Indo-Jazz|3|774|Global|EN|1960-now|A|Various|Unknown|Various|Traditional|Fusion Genre
778|Flamenco Jazz|3|774|Global|EN|1960-now|A|Various|Unknown|Various|Traditional|Fusion Genre
780|Latin Jazz|3|774|Global|EN|1960-now|A|Various|Unknown|Various|Traditional|Fusion Genre
781|African Jazz|3|774|Global|EN|1960-now|A|Various|Unknown|Various|Traditional|Fusion Genre
782|Middle Eastern Jazz|3|774|Global|EN|1960-now|A|Various|Unknown|Various|Traditional|Fusion Genre
